site_country,asm,field_year,tpt_id_key,project_number,crop_code,target_code,site_name,requested_trials,priority,ton_recommendation,difference,overall_recommendation,total_country_capacity,percent_country_capacity,ton_percent_country_capacity
Belgium,MBR,2023,HR23EURWTMBR,N-8384,TRZSP,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,SFR,2023,FR23EUR05SFR,N-4768,"SECCW, TRZAW, TRZSP, TTLWI","LEPTNO, MONGNI, PUCCRE, PUCCSI, PYRNTR, SEPTTR, ZZYYFF",BEL,4,2,6,+2,TON Increase,Belgium: 70,0.05714285714285714,0.08571428571428572
Belgium,XWR,2023,ID23EURP2XWR,DIGITRAP,MABSD,DYSAPL,BEL,2,1,2,0,TON Approves,Belgium: 70,0.02857142857142857,0.02857142857142857
Belgium,SFR,2023,FR23EUR22SFR,N-4768,"HORVS, HORVW","PUCCHD, PYRNTE, RAMUCC, RHYNSE, ZZYYFF",BEL,2,2,1,-1,TON Decrease,Belgium: 70,0.02857142857142857,0.014285714285714285
Belgium,MBR,2023,HR23EUREHMBR,N-8767,HORVW,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,MBR,2023,HR23EURWRMBR,N-8384,SECCW,NA,BEL,1,1,1,0,TON Approves,Belgium: 70,0.014285714285714285,0.014285714285714285
Belgium,JFR,2023,FR23EUR32JFR,N-8140,PYUCO,VENTPI,BEL,4,2,8,+4,TON Increase,Belgium: 70,0.05714285714285714,0.11428571428571428
Belgium,JFR,2023,FR23EUR58JFR,"N-6179, N-7628","BRSOB, BRSOF, BRSOK, BRSOL, BRSOR","ALBUCA, PEROBR",BEL,1,2,1,0,TON Approves,Belgium: 70,0.014285714285714285,0.014285714285714285
Belgium,JFR,2023,FR23EUR37JFR,N-8952,MABSD,VENTIN,BEL,1,2,2,+1,TON Increase,Belgium: 70,0.014285714285714285,0.02857142857142857
Belgium,MBR,2023,HR23EUREBMBR,N-8767,"HORVW, TRZAW","ALOMY, APESV, LOLSS, POASS, TTTDD",BEL,0,1,0,0,TON Approves,Belgium: 70,0,0
Belgium,MBR,2023,HR23EURWEMBR,N-8384,TRZAW,NA,BEL,NA,2,NA,NA,NA,Belgium: 70,NA,NA
Belgium,CPR,2023,HR23EUR8KCPR,N-8045,C3,NA,BEL,2,2,3,+1,TON Increase,Belgium: 70,0.02857142857142857,0.04285714285714286
Belgium,XWR,2023,IR23EURB1XWR,N-8555,BEAVA,"APHIFA, MYZUPE",BEL,2,1,4,+2,TON Increase,Belgium: 70,0.02857142857142857,0.05714285714285714
Belgium,PGR,2023,SR23EUR0SPGR,"N-5559, N-7589","HORVS, SECCS, TRZAS, TTLSO",NA,BEL,2,1,2,0,TON Approves,Belgium: 70,0.02857142857142857,0.02857142857142857
Belgium,CPR,2023,HR23EUR1QCPR,N-7944,SOLTU,"CHEAL, SOLNI, TTTDD, TTTMM",BEL,2,1,4,+2,TON Increase,Belgium: 70,0.02857142857142857,0.05714285714285714
Brazil,TSX,2023,FA23WLDG1TSX,BIRX0105,"CUC, YWASS","ADB, SPHRFU",BRA,1,2,1,0,TON Approves,Brazil: 1280,7.8125e-4,7.8125e-4
Brazil,ADR,2023,FD23BRA92ADR,"18BRL007, N-6981",MABSD,VENTIN,BRA,4,1,3,-1,TON Decrease,Brazil: 1280,0.003125,0.00234375
Brazil,ADR,2023,HD23BRA39ADR,"22BRL009, N-8900",GLXMA,"TTTDD, TTTMM",BRA,6,2,9,+3,TON Increase,Brazil: 1280,0.0046875,0.00703125
Brazil,ADR,2023,HD23BRA38ADR,"22BRL012, N-8896",GLXMA,"TTTDD, TTTMM",BRA,6,2,2,-4,TON Decrease,Brazil: 1280,0.0046875,0.0015625
Brazil,EIX,2023,IA23WLD77EIX,BIRX0053,GLXMA,"PRODER, PSEPIN, RACHNU",BRA,2,1,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,IWX,2023,FA23WLDO3IWX,BIGM0008,GLXMA,"CERCSO, CORYCA",BRA,7,1,13,+6,TON Increase,Brazil: 1280,0.00546875,0.01015625
Brazil,NGX,2023,IA23WLD02NGX,BIRF0049,GLXMA,"PRODER, SPODSP",BRA,5,2,2,-3,TON Decrease,Brazil: 1280,0.00390625,0.0015625
Brazil,ADR,2023,ID23BRA20ADR,"18BRL012, N-6944",ZEAMX,DICLSP,BRA,5,2,5,0,TON Approves,Brazil: 1280,0.00390625,0.00390625
Brazil,HMX,2023,HA23BRA3BHMX,BIRXL046,"GLXMA, ZEAMX","TTTDD, TTTMM",BRA,3,1,5,+2,TON Increase,Brazil: 1280,0.00234375,0.00390625
Brazil,ADR,2023,SD23BRA2FADR,"20BRL004, N-8015",ZEAMX,LAPHFR,BRA,5,2,10,+5,TON Increase,Brazil: 1280,0.00390625,0.0078125
Brazil,ADR,2023,HD23BRA26ADR,"22BRL028, NA",ZEAMX,"AMBEL, BOIVE, EPHHI",BRA,10,1,11,+1,TON Increase,Brazil: 1280,0.0078125,0.00859375
Brazil,ADR,2023,HR23BRA3CADR,"21BRD001, N-7883",GLXMA,"TTTDD, TTTMM",BRA,5,2,3,-2,TON Decrease,Brazil: 1280,0.00390625,0.00234375
Brazil,ADR,2023,HR23BRA11ADR,"22BRL004, N-8904",TRZAW,"LOLMU, TTTDD, TTTMM",BRA,4,2,4,0,TON Approves,Brazil: 1280,0.003125,0.003125
Brazil,ADR,2023,HD23BRA3FADR,"22BRL042, N-8873",GLXMA,"TTTDD, TTTMM",BRA,1,2,1,0,TON Approves,Brazil: 1280,7.8125e-4,7.8125e-4
Brazil,ADR,2023,SR23BRA61ADR,"22BRL015, N-8909",GOSHI,APHIGO,BRA,4,1,2,-2,TON Decrease,Brazil: 1280,0.003125,0.0015625
Brazil,MYX,2023,HA23BRATFMYX,BIHC0001,YACKR,"TTTDD, TTTMM",BRA,4,2,8,+4,TON Increase,Brazil: 1280,0.003125,0.00625
Brazil,ADR,2023,FR23BRA11ADR,"21BRD002, N-4154  ",TRZAW,PUCCRE,BRA,2,2,2,0,TON Approves,Brazil: 1280,0.0015625,0.0015625
Brazil,ADR,2023,SR23BRA66ADR,"22BRL007, N-8910",GOSHI,RHIZSO,BRA,5,2,4,-1,TON Decrease,Brazil: 1280,0.00390625,0.003125
Brazil,ADR,2023,IR23BRA84ADR,"22BRD001, N-5972",CIDSI,DIAACI,BRA,5,2,1,-4,TON Decrease,Brazil: 1280,0.00390625,7.8125e-4
Brazil,ADR,2023,FD23BRA94ADR,"14BRA011, N-3714",VITVI,UNCINE,BRA (AD Grupo experimental Brasil),3,1,1,-2,TON Decrease,Brazil: 1280,0.00234375,7.8125e-4
Brazil,ADR,2023,ID23BRA3LADR,"18BRL025, NA",GLXMA,EUSCHE,BRA,4,1,2,-2,TON Decrease,Brazil: 1280,0.003125,0.0015625
Brazil,NGX,2023,IA23WLDA1NGX,BIRF0049,GOSHI,"APHIGO, BEMITA, FRANOC",BRA,6,1,11,+5,TON Increase,Brazil: 1280,0.0046875,0.00859375
Brazil,NGX,2023,IA23WLD01NGX,BIRF0049,GOSHI,"HELIAR, SPODSP, THEMGE",BRA,6,2,2,-4,TON Decrease,Brazil: 1280,0.0046875,0.0015625
Brazil,TSX,2023,FA23WLDG5TSX,BIRX0105,"PHSVN, PHSVX",COLLLD,BRA,2,2,2,0,TON Approves,Brazil: 1280,0.0015625,0.0015625
Brazil,IWX,2023,FA23WLDONIWX,BIRX0044,GLXMA,PHAKPA,BRA,10,2,13,+3,TON Increase,Brazil: 1280,0.0078125,0.01015625
Brazil,ADR,2023,IR23BRA74ADR,"22BRL014, N-8928",SACOF,DIATSA,BRA,4,2,8,+4,TON Increase,Brazil: 1280,0.003125,0.00625
Brazil,ADR,2023,IR23BRAT5ADR,"22BRD001, N-5972",NIOTA,MYZUNI,BRA,4,2,1,-3,TON Decrease,Brazil: 1280,0.003125,7.8125e-4
Brazil,ADR,2023,FD23BRA31ADR,"22BRD003, N-4154",GLXMA,CORYCA,BRA,4,1,6,+2,TON Increase,Brazil: 1280,0.003125,0.0046875
Brazil,ADR,2023,FR23BRA84ADR,"21BRL012, N-8441",CIDSI,GUIGCI,BRA,5,1,9,+4,TON Increase,Brazil: 1280,0.00390625,0.00703125
Brazil,ADR,2023,FD23BRA85ADR,"21BRL012, N-8441",CIDSI,COLLAC,BRA,4,2,2,-2,TON Decrease,Brazil: 1280,0.003125,0.0015625
Brazil,ADR,2023,FD23BRA82ADR,"14BRA011, N-3714",COFAR,PHOMCO,BRA,4,2,8,+4,TON Increase,Brazil: 1280,0.003125,0.00625
Brazil,TSX,2023,FA23WLD37TSX,BIUD0001,SOLTU,ALTESO,BRA,2,1,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,ADR,2023,IR23BRAC1ADR,"21BRL036, N-8460",ALLCE,MELGIN,BRA,3,1,1,-2,TON Decrease,Brazil: 1280,0.00234375,7.8125e-4
Brazil,LLX,2023,HA23BRA6ZLLX,BIDU0028,GLXMA,TTTTT,BRA,2,1,1,-1,TON Decrease,Brazil: 1280,0.0015625,7.8125e-4
Brazil,ADR,2023,ID23BRAP1ADR,"18BRL025, N-5972",CPSAN,BEMITA,BRA,3,2,3,0,TON Approves,Brazil: 1280,0.00234375,0.00234375
Brazil,ADR,2023,FR23BRA98ADR,"18BRL006, NA",MABSD,ADC,BRA (AD Grupo experimental Brasil),3,1,6,+3,TON Increase,Brazil: 1280,0.00234375,0.0046875
Brazil,ADR,2023,SD23BRA30ADR,"19BRL008, N-7506",PHSVX,BEMITA,BRA,5,2,4,-1,TON Decrease,Brazil: 1280,0.00390625,0.003125
Brazil,MYX,2023,HA23BRAPCMYX,BIHT0002,YACKR,TTTTT,BRA,12,1,11,-1,TON Decrease,Brazil: 1280,0.009375,0.00859375
Brazil,ADR,2023,IR23BRAP1ADR,"18BRD002, N-5972",CPSAN,BEMITA,BRA,4,2,1,-3,TON Decrease,Brazil: 1280,0.003125,7.8125e-4
Brazil,LLX,2023,HA23BRA3ELLX,BIDU0028,NNNAC,"TTTDD, TTTMM",BRA,2,2,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,IWX,2023,FA23WLDOUIWX,BIRX0006,GLXMA,PHAKPA,BRA,7,2,10,+3,TON Increase,Brazil: 1280,0.00546875,0.0078125
Brazil,RMX,2023,FA23WLDC3RMX,"BIAA0020, BIKC0002, BIUD0006","CIDLI, CIDSS, YWASS","ADB, GUIGCI",BRA,1,2,1,0,TON Approves,Brazil: 1280,7.8125e-4,7.8125e-4
Brazil,IWX,2023,FA23WLDMAIWX,BIKC0002,ZEAMX,"PUCCSO, SETOTU",BRA,6,2,2,-4,TON Decrease,Brazil: 1280,0.0046875,0.0015625
Brazil,MYX,2023,HA23BRATAMYX,BIHC0001,YACKR,"TTTDD, TTTMM",BRA,3,1,5,+2,TON Increase,Brazil: 1280,0.00234375,0.00390625
Brazil,MYX,2023,HA23BRATGMYX,BIHC0001,YACKR,"TTTDD, TTTMM",BRA,2,1,2,0,TON Approves,Brazil: 1280,0.0015625,0.0015625
Brazil,ADR,2023,IR23BRA3AADR,"NA",GLXMA,RACHNU,BRA,4,2,7,+3,TON Increase,Brazil: 1280,0.003125,0.00546875
Brazil,ADR,2023,ID23BRA3RADR,"N-8191, NA",PHSVX,BEMITA,BRA,4,1,6,+2,TON Increase,Brazil: 1280,0.003125,0.0046875
Brazil,EIX,2023,IA23WLDC2EIX,BIAA0102,NNNVV,APHISP,BRA,1,2,2,+1,TON Increase,Brazil: 1280,7.8125e-4,0.0015625
Brazil,LLX,2023,HA23BRA2LLLX,BIRX0065,GLXMA,"TTTDD, TTTMM",BRA,2,1,1,-1,TON Decrease,Brazil: 1280,0.0015625,7.8125e-4
Brazil,ADR,2023,HD23BRAC2ADR,"14BRA162, NA",ALLCE,TTTTT,BRA,3,1,2,-1,TON Decrease,Brazil: 1280,0.00234375,0.0015625
Brazil,ADR,2023,IR23BRA71ADR,"21BRL038, N-8452",SACOR,MAHASP,BRA,3,1,4,+1,TON Increase,Brazil: 1280,0.00234375,0.003125
Brazil,ADR,2023,FD23BRA30ADR,"22BRD003, N-4154",GLXMA,CERCKI,BRA,4,1,6,+2,TON Increase,Brazil: 1280,0.003125,0.0046875
Brazil,ADR,2023,SR23BRA65ADR,"22BRL015, N-8909",GOSHI,LAPHFR,BRA,4,2,7,+3,TON Increase,Brazil: 1280,0.003125,0.00546875
Brazil,ADR,2023,IR23BRA4HADR,"18BRL006, NA",SOLTU,PRATBR,BRA,6,2,9,+3,TON Increase,Brazil: 1280,0.0046875,0.00703125
Brazil,ADR,2023,IR23BRA45ADR,"21BRL040, N-8496",LYPES,FRANOC,BRA,5,2,1,-4,TON Decrease,Brazil: 1280,0.00390625,7.8125e-4
Brazil,ADR,2023,HR23BRA3BADR,"N-8874, NA",GLXMA,"TTTDD, TTTMM",BRA,6,2,3,-3,TON Decrease,Brazil: 1280,0.0046875,0.00234375
Brazil,ADR,2023,FR23BRA83ADR,"22BRL001, N-8911",CIDSI,GUIGCI,BRA,5,1,10,+5,TON Increase,Brazil: 1280,0.00390625,0.0078125
Brazil,LLX,2023,HA23WLD8BLLX,BIDU0027,"NNNOG, YNKKX","TTTDD, TTTMM",BRA,2,1,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,LLX,2023,HA23BRA4CLLX,BIDU0028,"GLXMA, ZEAMD","TTTDD, TTTMM",BRA,4,1,8,+4,TON Increase,Brazil: 1280,0.003125,0.00625
Brazil,AMX,2023,HA23BRAM2AMX,BIWY0007,YACKR,"TTTDD, TTTMM, TTTTT",BRA,5,2,2,-3,TON Decrease,Brazil: 1280,0.00390625,0.0015625
Brazil,ADR,2023,IR23BRA94ADR,"21BRL011, N-8458",VITVI,ANSTFR,BRA,4,2,2,-2,TON Decrease,Brazil: 1280,0.003125,0.0015625
Brazil,IWX,2023,FA23WLDOJIWX,BIRX0006,GLXMA,PHAKPA,BRA,7,1,1,-6,TON Decrease,Brazil: 1280,0.00546875,7.8125e-4
Brazil,IWX,2023,FA23WLDOEIWX,BIRX0006,GLXMA,PHAKPA,BRA,7,2,4,-3,TON Decrease,Brazil: 1280,0.00546875,0.003125
Brazil,ADR,2023,FD23BRA47ADR,"14BRA011, N-3714",SOLTU,ALTEGR,BRA (AD Grupo experimental Brasil),3,1,5,+2,TON Increase,Brazil: 1280,0.00234375,0.00390625
Brazil,ADR,2023,IR23BRA11ADR,"21BRL039, N-8442",TRZAW,LAPHFR,BRA,3,2,6,+3,TON Increase,Brazil: 1280,0.00234375,0.0046875
Brazil,ADR,2023,IR23BRAM5ADR,"22LAL002, NA",CUMME,"APHIGO, CMV000",BRA,4,1,4,0,TON Approves,Brazil: 1280,0.003125,0.003125
Brazil,ADR,2023,IR23BRA24ADR,"22BRL040, NA",ZEAMX,DICLME,BRA,5,1,2,-3,TON Decrease,Brazil: 1280,0.00390625,0.0015625
Brazil,ADR,2023,FR23BRA21ADR,"21BRD002, N-4154  ",ZEAMX,SETOTU,BRA,4,1,5,+1,TON Increase,Brazil: 1280,0.003125,0.00390625
Brazil,IWX,2023,FA23WLDOSIWX,BIJAX109,GLXMA,PHAKPA,BRA,13,1,21,+8,TON Increase,Brazil: 1280,0.01015625,0.01640625
Brazil,ADR,2023,HD23BRA13ADR,"22BRL004, N-8904",HORVX,"LOLMU, TTTDD, TTTMM",BRA,4,1,4,0,TON Approves,Brazil: 1280,0.003125,0.003125
Brazil,ADR,2023,IR23BRAT4ADR,"21BRL036, N-8460",NIOTA,MELGJA,BRA,3,1,6,+3,TON Increase,Brazil: 1280,0.00234375,0.0046875
Brazil,ADR,2023,HD23BRA2ZADR,"NA","ALLSA, DAUCA, LYPES",NA,BRA,1,1,2,+1,TON Increase,Brazil: 1280,7.8125e-4,0.0015625
Brazil,ADR,2023,HD23BRA3CADR,"21BRD001, N-7883",YACKR,"TTTDD, TTTMM",BRA,10,1,11,+1,TON Increase,Brazil: 1280,0.0078125,0.00859375
Brazil,HMX,2023,HA23BRA3CHMX,BIRXL046,GLXMA,NA,BRA,2,2,1,-1,TON Decrease,Brazil: 1280,0.0015625,7.8125e-4
Brazil,LLX,2023,HA23WLD8FLLX,BIDU0027,"NNNOG, YNKKX","TTTDD, TTTMM",BRA,3,2,5,+2,TON Increase,Brazil: 1280,0.00234375,0.00390625
Brazil,ADR,2023,SD23BRA23ADR,"18BRL025, NA",ZEAMX,"DIPDMA, PYTHSP",BRA,8,1,1,-7,TON Decrease,Brazil: 1280,0.00625,7.8125e-4
Brazil,EIX,2023,IA23WLDSFEIX,BIRXN035,ZEAMA,LAPHFR,BRA,2,2,3,+1,TON Increase,Brazil: 1280,0.0015625,0.00234375
Brazil,EIX,2023,IA23WLDSEEIX,BIRXN035,GLXMA,"COMPLX, DIABSC, HELIAR, LAPHFR, PRODER, PSEPIN, RACHNU",BRA,5,1,3,-2,TON Decrease,Brazil: 1280,0.00390625,0.00234375
Brazil,ADR,2023,IR23BRA3RADR,"22BRL038, NA",GLXMA,BEMITA,BRA,5,2,7,+2,TON Increase,Brazil: 1280,0.00390625,0.00546875
Brazil,ADR,2023,IR23BRA3PADR,"21BRL036, N-8460",PHSVX,MELGIN,BRA,6,2,5,-1,TON Decrease,Brazil: 1280,0.0046875,0.00390625
Brazil,ADR,2023,IR23BRAT3ADR,"21BRL036, N-8460",NIOTA,MELGIN,BRA,3,2,5,+2,TON Increase,Brazil: 1280,0.00234375,0.00390625
Brazil,MYX,2023,HA23BRAPEMYX,BIHT0002,YACKR,TTTTT,BRA,6,2,4,-2,TON Decrease,Brazil: 1280,0.0046875,0.003125
Brazil,TSX,2023,FA23WLD53TSX,BIRX0117,"SOLTU, YWASS","ADB, PHYTIN",BRA,0,1,0,0,TON Approves,Brazil: 1280,0,0
Brazil,IWX,2023,FA23WLDK1IWX,BIAA0069,GOSHI,"CORYCA, RAMUGO",BRA,4,1,4,0,TON Approves,Brazil: 1280,0.003125,0.003125
Brazil,ADR,2023,IR23BRA44ADR,"21BRL040, N-8496",LYPES,BEMITA,BRA,6,2,6,0,TON Approves,Brazil: 1280,0.0046875,0.0046875
Brazil,ADR,2023,FD23BRAP3ADR,"18BRL006, NA",CIAPA,NA,BRA,3,1,4,+1,TON Increase,Brazil: 1280,0.00234375,0.003125
Brazil,LLX,2023,HA23WLD3ALLX,BIDU0028,D6,"BBBAN, GGGGG",BRA,2,2,3,+1,TON Increase,Brazil: 1280,0.0015625,0.00234375
Brazil,ADR,2023,IR23BRA4CADR,"21BRL040, N-8496","NNNVV, SOLTU","BEMISP, BEMITA",BRA,5,1,2,-3,TON Decrease,Brazil: 1280,0.00390625,0.0015625
Brazil,ADR,2023,FD23BRAZ2ADR,"18BRL006, NA",MNGIN,NA,BRA,2,1,1,-1,TON Decrease,Brazil: 1280,0.0015625,7.8125e-4
Brazil,ADR,2023,HD23BRAF1ADR,"22BRL002, N-8918",LACSA,"TTTDD, TTTMM",BRA,4,1,4,0,TON Approves,Brazil: 1280,0.003125,0.003125
Brazil,ADR,2023,ID23BRA65ADR,"18BRD001, N-5968",GOSHI,"ANTHGR, APHIGO, BEMITA",BRA,5,1,9,+4,TON Increase,Brazil: 1280,0.00390625,0.00703125
Brazil,ADR,2023,IR23BRA60ADR,"22BRL022, NA",GOSHI,FRANSC,BRA,4,1,6,+2,TON Increase,Brazil: 1280,0.003125,0.0046875
Brazil,ADR,2023,ID23BRA75ADR,"18BRL025, NA",SACOF,MAHAFI,BRA,4,1,3,-1,TON Decrease,Brazil: 1280,0.003125,0.00234375
Brazil,ADR,2023,SR23BRA63ADR,"22BRL015, N-8909",GOSHI,FRANSC,BRA,4,2,6,+2,TON Increase,Brazil: 1280,0.003125,0.0046875
Brazil,ADR,2023,HD23BRAZ1ADR,"22BRL002, N-8918",ANHCO,"TTTDD, TTTMM",BRA,4,1,3,-1,TON Decrease,Brazil: 1280,0.003125,0.00234375
Brazil,IWX,2023,FA23WLDO1IWX,BIRX0006,GLXMA,PHAKPA,BRA,4,2,5,+1,TON Increase,Brazil: 1280,0.003125,0.00390625
Brazil,IWX,2023,FA23WLDO4IWX,BIRX0006,GLXMA,PHAKPA,BRA,7,1,3,-4,TON Decrease,Brazil: 1280,0.00546875,0.00234375
Brazil,NMX,2023,SA23WLD41NMX,BIFV0046,GLXMA,ELASLI,BRA,10,2,9,-1,TON Decrease,Brazil: 1280,0.0078125,0.00703125
Brazil,ADR,2023,FR23BRA82ADR,"14BRA011, N-3714",COFAR,PHOMCO,BRA,3,2,2,-1,TON Decrease,Brazil: 1280,0.00234375,0.0015625
Brazil,ADR,2023,FR23BRA81ADR,"18BRL006, NA",CIDRE,ADC,BRA,4,1,5,+1,TON Increase,Brazil: 1280,0.003125,0.00390625
Brazil,ADR,2023,ID23BRAM1ADR,"18BRD002, N-5972",CUMME,BEMITA,BRA (AD Grupo experimental Brasil),3,2,5,+2,TON Increase,Brazil: 1280,0.00234375,0.00390625
Brazil,LLX,2023,HA23BRA6YLLX,BIDU0028,GLXMA,TTTTT,BRA,2,2,2,0,TON Approves,Brazil: 1280,0.0015625,0.0015625
Brazil,ADR,2023,HR23BRA73ADR,"21BRL029, NA",SACOF,TTTTT,BRA,10,1,8,-2,TON Decrease,Brazil: 1280,0.0078125,0.00625
Brazil,TSX,2023,FA23WLDG8TSX,BIRX0006,LYPES,ALTESO,BRA,1,2,2,+1,TON Increase,Brazil: 1280,7.8125e-4,0.0015625
Brazil,LLX,2023,HA23BRA6CLLX,BIDU0028,ZEAMD,"TTTDD, TTTMM",BRA,2,1,3,+1,TON Increase,Brazil: 1280,0.0015625,0.00234375
Brazil,IWX,2023,FA23WLDOHIWX,BILS0006,GLXMA,PHAKPA,BRA,7,2,6,-1,TON Decrease,Brazil: 1280,0.00546875,0.0046875
Brazil,ADR,2023,HD23BRA12ADR,"22BRL010, N-8906",TRZAW,"LOLMU, RAPRA, TTTMM",BRA,4,1,8,+4,TON Increase,Brazil: 1280,0.003125,0.00625
Brazil,LLX,2023,HA23BRA7ELLX,BIDU0027,"SACOF, SACOR","BBBAN, GGGAN",BRA,3,1,2,-1,TON Decrease,Brazil: 1280,0.00234375,0.0015625
Brazil,ADR,2023,FD23BRA60ADR,"21BRD002, N-4154  ",GOSHI,RAMUGO,BRA,5,1,6,+1,TON Increase,Brazil: 1280,0.00390625,0.0046875
Brazil,ADR,2023,ID23BRA31ADR,"18BRD002, N-5972","NNNVV, PHSVX","BEMISP, BEMITA",BRA,5,2,7,+2,TON Increase,Brazil: 1280,0.00390625,0.00546875
Brazil,IWX,2023,FA23WLDORIWX,BIRX0117,GLXMA,"CERCSP, CORYCA",BRA,7,1,5,-2,TON Decrease,Brazil: 1280,0.00546875,0.00390625
Brazil,IWX,2023,FA23WLDOWIWX,BIJAN178,GLXMA,PHAKPA,BRA,1,2,1,0,TON Approves,Brazil: 1280,7.8125e-4,7.8125e-4
Brazil,IWX,2023,FA23WLDOVIWX,BIRX0006,GLXMA,PHAKPA,BRA,4,1,1,-3,TON Decrease,Brazil: 1280,0.003125,7.8125e-4
Brazil,PHX,2023,IA23WLDBBPHX,BIRF0046,CIDSS,TAMRRA,BRA,2,1,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,TSX,2023,FA23WLD20TSX,BIKC0002,LYPES,"ALTESO, SEPTLY",BRA,2,2,1,-1,TON Decrease,Brazil: 1280,0.0015625,7.8125e-4
Brazil,IWX,2023,FA23WLDOYIWX,BIRX0006,GLXMA,CORYCA,BRA,7,1,5,-2,TON Decrease,Brazil: 1280,0.00546875,0.00390625
Brazil,ADR,2023,ID23BRA3HADR,"20BRL008, N-8035",GLXMA,"PSEPIN, RACHNU",BRA,6,1,12,+6,TON Increase,Brazil: 1280,0.0046875,0.009375
Brazil,CUX,2023,SA23WLD04CUX,"BIAA0081, BIRX0061",GLXMA,HETDGL,BRA,4,2,4,0,TON Approves,Brazil: 1280,0.003125,0.003125
Brazil,ADR,2023,IR23BRA3OADR,"21BRL041, N-8454",PHSVX,RACHNU,BRA,4,1,4,0,TON Approves,Brazil: 1280,0.003125,0.003125
Brazil,LTX,2023,FA23WLD5ELTX,BIAA0024,"MABSD, YWASS","ADB, PODOLE, VENTIN",BRA,2,2,1,-1,TON Decrease,Brazil: 1280,0.0015625,7.8125e-4
Brazil,ADR,2023,IR23BRA3QADR,"21BRL036, N-8460",PHSVX,PRATBR,BRA,6,2,3,-3,TON Decrease,Brazil: 1280,0.0046875,0.00234375
Brazil,EIX,2023,IA23WLDTAEIX,BIRXN035,"LYPES, SOLME","GNORAB, LEUIOR",BRA,2,2,1,-1,TON Decrease,Brazil: 1280,0.0015625,7.8125e-4
Brazil,ADR,2023,HD23BRA3KADR,"22BRL013, N-8874",GLXMA,"TTTDD, TTTMM",BRA,2,1,3,+1,TON Increase,Brazil: 1280,0.0015625,0.00234375
Brazil,ADR,2023,HD23BRA3MADR,"18BRL025, NA",GLXMA,"TTTDD, TTTMM",BRA,5,1,9,+4,TON Increase,Brazil: 1280,0.00390625,0.00703125
Brazil,ADR,2023,FD23BRAGRADR,"14BRA191, NA",GLXMA,"CORYCA, MCRSDI, PHAKPA",BRA (AD Grupo experimental Brasil),10,1,5,-5,TON Decrease,Brazil: 1280,0.0078125,0.00390625
Brazil,LLX,2023,HA23LAT8SLLX,BIDU0028,ANHCO,"TTTDD, TTTMM",BRA,2,1,2,0,TON Approves,Brazil: 1280,0.0015625,0.0015625
Brazil,ADR,2023,FR23BRA10ADR,"21BRD002, N-4154  ",TRZAW,PUCCGT,BRA,3,1,3,0,TON Approves,Brazil: 1280,0.00234375,0.00234375
Brazil,ADR,2023,HD23BRAD1ADR,"22BRL002, N-8918",DAUCA,"TTTDD, TTTMM",BRA,4,1,4,0,TON Approves,Brazil: 1280,0.003125,0.003125
Brazil,ADR,2023,SD23BRA66ADR,"22BRL007, N-8910",GOSHI,RHIZSO,BRA,4,2,4,0,TON Approves,Brazil: 1280,0.003125,0.003125
Brazil,LLX,2023,HA23BRA2GLLX,BIRX0065,GLXMA,"BBBAN, GGGGG",BRA,2,1,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,ADR,2023,HD23BRAA1ADR,"22BRL002, N-8918",ARHHY,"TTTDD, TTTMM",BRA,4,2,1,-3,TON Decrease,Brazil: 1280,0.003125,7.8125e-4
Brazil,ADR,2023,SR23BRA21ADR,"22BRD005, N-7316",ZEAMX,YERTR,BRA,1,2,2,+1,TON Increase,Brazil: 1280,7.8125e-4,0.0015625
Brazil,ADR,2023,SR23BRA62ADR,"22BRL015, N-8909",GOSHI,ELASLI,BRA,4,1,8,+4,TON Increase,Brazil: 1280,0.003125,0.00625
Brazil,ADR,2023,ID23BRA6HADR,"18BRL015, NA",GOSHI,ROTYRE,BRA,4,2,7,+3,TON Increase,Brazil: 1280,0.003125,0.00546875
Brazil,LLX,2023,HA23BRA3BLLX,BIDU0028,SOLTU,"BBBAN, GGGGG",BRA,2,2,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,ADR,2023,FD23BRA24ADR,"21BRD002, N-4154  ",ZEAMX,PUCCSO,BRA,2,1,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,ADR,2023,ID23BRA91ADR,"18BRL013, N-6977",MUBPA,MELGIN,BRA (AD Grupo experimental Brasil),3,1,4,+1,TON Increase,Brazil: 1280,0.00234375,0.003125
Brazil,NGX,2023,IA23WLD04NGX,BIRF0046,MABSD,"CARPPO, LASPMO",BRA,0,1,0,0,TON Approves,Brazil: 1280,0,0
Brazil,IWX,2023,FA23WLDO7IWX,BIRX0006,GLXMA,CORYCA,BRA,7,2,3,-4,TON Decrease,Brazil: 1280,0.00546875,0.00234375
