site_country,asm,field_year,tpt_id_key,project_number,crop_code,target_code,site_name,requested_trials,priority,ton_recommendation,difference,overall_recommendation,total_country_capacity,percent_country_capacity,ton_percent_country_capacity
Brazil,LLX,2023,HA23BRA2ZLLX,BIRX0065,"GLXMA, GOSHI, ZEAMX",YWHPP,BRA,2,2,1,-1,TON Decrease,Brazil: 1280,0.0015625,7.8125e-4
Brazil,ADR,2023,ID23BRA67ADR,"15BRA028, N-5241",GOSHI,"LAPHFR, PRODER",BRA,5,2,10,+5,TON Increase,Brazil: 1280,0.00390625,0.0078125
Brazil,TSX,2023,FA23WLD31TSX,BIUD0006,SOLTU,ALTESO,BRA,2,2,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,LLX,2023,HA23BRA3GLLX,BIDU0028,MANES,"TTTDD, TTTMM",BRA,2,1,2,0,TON Approves,Brazil: 1280,0.0015625,0.0015625
Brazil,WMX,2023,HA23BRA9BWMX,BIRX0068,"GLXMA, ZEAMX","TTTDD, TTTMM",BRA,2,1,1,-1,TON Decrease,Brazil: 1280,0.0015625,7.8125e-4
Brazil,ADR,2023,FD23BRA33ADR,"22BRD003, N-4154",GLXMA,"SEPTGL, ZZYYFF",BRA,4,2,8,+4,TON Increase,Brazil: 1280,0.003125,0.00625
Brazil,LLX,2023,HA23BRA4BLLX,BIDU0028,ZEAMD,YWHPP,BRA,5,2,2,-3,TON Decrease,Brazil: 1280,0.00390625,0.0015625
Brazil,ADR,2023,FD23BRA32ADR,"18BRL024, N-5330",GLXMA,PHAKPA,BRA,8,1,13,+5,TON Increase,Brazil: 1280,0.00625,0.01015625
Brazil,ADR,2023,SD23BRA20ADR,"19BRL008, N-7506",ZEAMX,DALBMA,BRA,6,1,1,-5,TON Decrease,Brazil: 1280,0.0046875,7.8125e-4
Brazil,LLX,2023,HA23BRA4DLLX,BIDU0028,NNNAC,"TTTDD, TTTMM",BRA,4,2,6,+2,TON Increase,Brazil: 1280,0.003125,0.0046875
Brazil,ADR,2023,HR23BRA3FADR,"22BRL042, N-8873",GLXMA,"TTTDD, TTTMM",BRA,7,2,13,+6,TON Increase,Brazil: 1280,0.00546875,0.01015625
Brazil,TSX,2023,FA23WLD34TSX,BIUD0006,"PHSVN, PHSVX",COLLLD,BRA,2,2,3,+1,TON Increase,Brazil: 1280,0.0015625,0.00234375
Brazil,RMX,2023,FA23WLD03RMX,BIRX0056,"LYPES, YWASS","ADB, ALTESO",BRA,1,2,2,+1,TON Increase,Brazil: 1280,7.8125e-4,0.0015625
Brazil,ADR,2023,IR23BRA10ADR,"21BRL039, N-8442",TRZAW,PSEDSQ,BRA,3,1,5,+2,TON Increase,Brazil: 1280,0.00234375,0.00390625
Brazil,TSX,2023,FA23WLDG9TSX,BIRX0006,"CUC, YWASS","ADB, SPHRFU",BRA,1,1,2,+1,TON Increase,Brazil: 1280,7.8125e-4,0.0015625
Brazil,ADR,2023,FR23BRAZ3ADR,"18BRL025, NA",THOCA,CRNPPE,BRA,5,2,7,+2,TON Increase,Brazil: 1280,0.00390625,0.00546875
Brazil,LTX,2023,FA23WLD3BLTX,"BIRX0117, BIZZ0001","VITVI, YWASS","ADB, PLASVI",BRA,3,2,6,+3,TON Increase,Brazil: 1280,0.00234375,0.0046875
Brazil,LLX,2023,HA23BRA7ALLX,BIDHN001,SACOF,"BBBAN, GGGGG",BRA,3,2,6,+3,TON Increase,Brazil: 1280,0.00234375,0.0046875
Brazil,LLX,2023,HA23BRA7CLLX,BIDHN001,SACOF,"BBBAN, GGGGG",BRA,3,2,6,+3,TON Increase,Brazil: 1280,0.00234375,0.0046875
Brazil,RMX,2023,FA23WLDK1RMX,"BIKC0002, BIRX0027","COFAR, YWASS","ADB, CERCCO, COLLCO, PHOMCO",BRA,1,2,1,0,TON Approves,Brazil: 1280,7.8125e-4,7.8125e-4
Brazil,ADR,2023,HD23BRA27ADR,"18BRL025, NA",ZEAMX,NA,BRA,4,1,4,0,TON Approves,Brazil: 1280,0.003125,0.003125
Brazil,ADR,2023,FD23BRA13ADR,"21BRD002, N-4154  ",TRZAW,PYRNTR,BRA,4,2,7,+3,TON Increase,Brazil: 1280,0.003125,0.00546875
Brazil,ADR,2023,SD23BRA3JADR,"20BRL004, N-8015",GLXMA,ELASLI,BRA,5,2,4,-1,TON Decrease,Brazil: 1280,0.00390625,0.003125
Brazil,ADR,2023,ID23BRA3GADR,"20BRL008, N-8035",GLXMA,PRODER,BRA,6,1,7,+1,TON Increase,Brazil: 1280,0.0046875,0.00546875
Brazil,ADR,2023,IR23BRA3CADR,"21BRL018, NA",PHSVX,EPINAP,BRA,3,1,2,-1,TON Decrease,Brazil: 1280,0.00234375,0.0015625
Brazil,MYX,2023,HA23BRATIMYX,BIHC0001,YACKR,"TTTDD, TTTMM",BRA,8,2,1,-7,TON Decrease,Brazil: 1280,0.00625,7.8125e-4
Brazil,ADR,2023,IR23BRA3BADR,"22BRL038, NA",GLXMA,DIABSC,BRA,4,1,7,+3,TON Increase,Brazil: 1280,0.003125,0.00546875
Brazil,ADR,2023,ID23BRA46ADR,"N-8191, NA",SOLTU,BEMITA,BRA,4,1,8,+4,TON Increase,Brazil: 1280,0.003125,0.00625
Brazil,ADR,2023,SD23BRA36ADR,"18BRL025, NA",GLXMA,"FUSASP, MCPHPH",BRA,4,1,6,+2,TON Increase,Brazil: 1280,0.003125,0.0046875
Brazil,LLX,2023,HA23BRA1ALLX,BIAAX136,"GLXMA, ZEAMX","TTTDD, TTTMM",BRA,2,2,3,+1,TON Increase,Brazil: 1280,0.0015625,0.00234375
Brazil,TSX,2023,FA23WLD22TSX,BIKC0002,"CUC, YWASS","ADB, SPHRFU",BRA,2,1,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,ADR,2023,HD23BRA3GADR,"NA",GLXMA,"TTTDD, TTTMM",BRA,1,2,2,+1,TON Increase,Brazil: 1280,7.8125e-4,0.0015625
Brazil,ADR,2023,HD23BRA3HADR,"22BRL008, N-8944",GLXMA,"TTTDD, TTTMM",BRA,6,1,1,-5,TON Decrease,Brazil: 1280,0.0046875,7.8125e-4
Brazil,EIX,2023,IA23WLDC4EIX,BIAA0102,"A2, GOSHI, NNNVV","DALBMA, EMPOSP",BRA,2,2,3,+1,TON Increase,Brazil: 1280,0.0015625,0.00234375
Brazil,WMX,2023,HA23BRA9DWMX,BIRX0068,"GLXMA, ZEAMX","TTTDD, TTTMM",BRA,3,1,1,-2,TON Decrease,Brazil: 1280,0.00234375,7.8125e-4
Brazil,ADR,2023,IR23BRA83ADR,"22BRL025, NA",COFAR,BRVPPH,BRA,6,2,8,+2,TON Increase,Brazil: 1280,0.0046875,0.00625
Brazil,LLX,2023,HA23BRA2BLLX,BIRX0065,GLXMA,"TTTDD, TTTMM",BRA,2,1,1,-1,TON Decrease,Brazil: 1280,0.0015625,7.8125e-4
Brazil,ADR,2023,SD23BRA3IADR,"20BRL004, N-8015",GLXMA,LAPHFR,BRA,5,2,9,+4,TON Increase,Brazil: 1280,0.00390625,0.00703125
Brazil,IWX,2023,FA23WLDO8IWX,BIRX0006,GLXMA,PHAKPA,BRA,4,1,1,-3,TON Decrease,Brazil: 1280,0.003125,7.8125e-4
Brazil,MYX,2023,HA23BRATJMYX,BIHC0001,YACKR,"TTTDD, TTTMM",BRA,4,1,1,-3,TON Decrease,Brazil: 1280,0.003125,7.8125e-4
Brazil,MYX,2023,HA23BRATKMYX,BIHC0001,YACKR,"TTTDD, TTTMM",BRA,3,2,6,+3,TON Increase,Brazil: 1280,0.00234375,0.0046875
Brazil,ADR,2023,IR23BRA4EADR,"18BRL006, NA",LYPES,MELGIN,BRA,6,2,11,+5,TON Increase,Brazil: 1280,0.0046875,0.00859375
Brazil,ADR,2023,SR23BRA64ADR,"22BRL015, N-8909",GOSHI,HELIAR,BRA,5,1,9,+4,TON Increase,Brazil: 1280,0.00390625,0.00703125
Brazil,ADR,2023,FR23BRA22ADR,"22BRL005, N-8912",ZEAMX,XANTSP,BRA,5,2,3,-2,TON Decrease,Brazil: 1280,0.00390625,0.00234375
Brazil,NGX,2023,IA23WLD34NGX,BIRF0046,SOLTU,"BEMITA, LIRISP, PHTOOP",BRA,3,1,6,+3,TON Increase,Brazil: 1280,0.00234375,0.0046875
Brazil,ADR,2023,FR23BRA60ADR,"21BRD002, N-4154  ",GOSHI,RAMUGO,BRA,5,2,7,+2,TON Increase,Brazil: 1280,0.00390625,0.00546875
Brazil,ADR,2023,IR23BRA80ADR,"22BRL030, NA",COFAR,QUESGI,BRA,5,2,7,+2,TON Increase,Brazil: 1280,0.00390625,0.00546875
Brazil,HMX,2023,HA23BRA2AHMX,BIRXN042,"GLXMA, ZEAMX","TTTDD, TTTMM",BRA,3,1,3,0,TON Approves,Brazil: 1280,0.00234375,0.00234375
Brazil,ADR,2023,ID23BRA35ADR,"18BRD001, N-5968",GLXMA,"BEMITA, EUSCHE",BRA,6,1,3,-3,TON Decrease,Brazil: 1280,0.0046875,0.00234375
Brazil,LLX,2023,HA23WLD8ALLX,BIDU0027,"NNNOG, YNKKX","TTTDD, TTTMM",BRA,2,2,2,0,TON Approves,Brazil: 1280,0.0015625,0.0015625
Brazil,AMX,2023,HA23BRAN2AMX,BIUC0002,ZEAMX,"TTTDD, TTTMM, TTTTT",BRA,5,1,2,-3,TON Decrease,Brazil: 1280,0.00390625,0.0015625
Brazil,ADR,2023,SD23BRA2HADR,"20BRL005, N-8036",ZEAMX,FUSASP,BRA (AD Grupo experimental Brasil),3,2,4,+1,TON Increase,Brazil: 1280,0.00234375,0.003125
Brazil,NMX,2023,SA23WLD42NMX,BIFV0046,ZEAMX,LAPHFR,BRA,10,2,14,+4,TON Increase,Brazil: 1280,0.0078125,0.0109375
Brazil,LLX,2023,HA23WLD8CLLX,BIDU0027,NNNOG,"LOLSS, TTTDD, TTTMM",BRA,2,2,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,ADR,2023,FR23BRA86ADR,"22BRL017, NA",COFAR,HEMIVA,BRA,5,1,5,0,TON Approves,Brazil: 1280,0.00390625,0.00390625
Brazil,ADR,2023,ID23BRA23ADR,"21BRL037, N-8459",ZEAMX,LAPHFR,BRA,6,2,8,+2,TON Increase,Brazil: 1280,0.0046875,0.00625
Brazil,LLX,2023,HA23BRA7BLLX,BIDHN001,SACOF,"BBBAN, GGGGG",BRA,3,1,3,0,TON Approves,Brazil: 1280,0.00234375,0.00234375
Brazil,AMX,2023,HA23BRANBAMX,BIUC0002,ZEAMX,"TTTDD, TTTMM, TTTTT",BRA,5,1,6,+1,TON Increase,Brazil: 1280,0.00390625,0.0046875
Brazil,AMX,2023,HA23BRANAAMX,BIUC0002,ZEAMX,"TTTDD, TTTMM, TTTTT",BRA,5,2,5,0,TON Approves,Brazil: 1280,0.00390625,0.00390625
Brazil,ADR,2023,FD23BRA80ADR,"21BRD002, N-4154  ",COFAR,HEMIVA,BRA,4,2,5,+1,TON Increase,Brazil: 1280,0.003125,0.00390625
Brazil,LLX,2023,HA23BRA2DLLX,BIRX0065,YT,"TTTDD, TTTMM",BRA,4,1,1,-3,TON Decrease,Brazil: 1280,0.003125,7.8125e-4
Brazil,SBX,2023,IA23WLDNASBX,BIRX0001,NNNVF,MELGSP,BRA,1,2,1,0,TON Approves,Brazil: 1280,7.8125e-4,7.8125e-4
Brazil,ADR,2023,FD23BRA12ADR,"21BRD002, N-4154  ",TRZAW,ERYSGT,BRA,4,1,6,+2,TON Increase,Brazil: 1280,0.003125,0.0046875
Brazil,ADR,2023,SD23BRA3GADR,"20BRL005, N-8036",GLXMA,COLLDU,BRA (AD Grupo experimental Brasil),3,1,3,0,TON Approves,Brazil: 1280,0.00234375,0.00234375
Brazil,ADR,2023,ID23BRA4AADR,"N-8191, NA",LYPES,BEMITA,BRA,4,2,1,-3,TON Decrease,Brazil: 1280,0.003125,7.8125e-4
Brazil,ADR,2023,ID23BRA4EADR,"18BRL006, NA",LYPES,MELGIN,BRA (AD Grupo experimental Brasil),3,2,1,-2,TON Decrease,Brazil: 1280,0.00234375,7.8125e-4
Brazil,TSX,2023,FA23WLD30TSX,BIUD0006,LYPES,ALTESO,BRA,1,1,2,+1,TON Increase,Brazil: 1280,7.8125e-4,0.0015625
Brazil,ADR,2023,IR23BRA3MADR,"21BRL041, N-8454","GLXMA, PHSVX",PSEPIN,BRA,4,1,5,+1,TON Increase,Brazil: 1280,0.003125,0.00390625
Brazil,DMX,2023,SA23WLD10DMX,BIKC0004,ZEAMX,"COLLGR, GIBBZE",BRA,4,1,6,+2,TON Increase,Brazil: 1280,0.003125,0.0046875
Brazil,ADR,2023,IR23BRA3FADR,"22BRL018, NA",GLXMA,APLOBE,BRA,5,1,2,-3,TON Decrease,Brazil: 1280,0.00390625,0.0015625
Brazil,ADR,2023,IR23BRA3EADR,"22BRL022, NA",GLXMA,DIABSC,BRA,4,2,3,-1,TON Decrease,Brazil: 1280,0.003125,0.00234375
Brazil,TSX,2023,FA23WLD21TSX,BIKC0002,SOLTU,ALTESO,BRA,2,1,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,DMX,2023,SA23WLD11DMX,BIKC0004,GLXMA,"FUSASO, FUSAVI, RHIZSO",BRA,2,1,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,ADR,2023,ID23BRA87ADR,"N-8191, NA",COFAR,LEUCCO,BRA,4,1,5,+1,TON Increase,Brazil: 1280,0.003125,0.00390625
Brazil,RMX,2023,FA23WLD02RMX,BIRX0056,"LYPES, YWASS","ADB, ALTESO",BRA,1,1,1,0,TON Approves,Brazil: 1280,7.8125e-4,7.8125e-4
Brazil,WMX,2023,HA23BRA9CWMX,BIRX0068,"GLXMA, ZEAMX","TTTDD, TTTMM",BRA,2,1,3,+1,TON Increase,Brazil: 1280,0.0015625,0.00234375
Brazil,TSX,2023,FA23WLD32TSX,BIUD0006,"CUC, YWASS","ADB, SPHRFU",BRA,1,2,2,+1,TON Increase,Brazil: 1280,7.8125e-4,0.0015625
Brazil,IWX,2023,FA23WLDO9IWX,BIRX0006,GLXMA,PHAKPA,BRA,7,2,13,+6,TON Increase,Brazil: 1280,0.00546875,0.01015625
Brazil,ADR,2023,ID23BRAD1ADR,"19BRL007, N-7505",DAUCA,MELGJA,BRA,2,2,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,ADR,2023,FD23BRA34ADR,"22BRD003, N-4154",GLXMA,MCRSDI,BRA,4,1,3,-1,TON Decrease,Brazil: 1280,0.003125,0.00234375
Brazil,ADR,2023,ID23BRA70ADR,"21BRL038, N-8452",SACOR,SPPHLE,BRA,3,1,2,-1,TON Decrease,Brazil: 1280,0.00234375,0.0015625
Brazil,LLX,2023,HA23BRA2MLLX,BIRX0065,GLXMA,"TTTDD, TTTMM",BRA,2,1,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,ADR,2023,FD23BRA20ADR,"21BRD002, N-4154  ",ZEAMX,PHSPMA,BRA,7,1,3,-4,TON Decrease,Brazil: 1280,0.00546875,0.00234375
Brazil,IWX,2023,FA23WLDO2IWX,BIRX0006,GLXMA,CORYCA,BRA,7,1,12,+5,TON Increase,Brazil: 1280,0.00546875,0.009375
Brazil,IWX,2023,FA23WLDMXIWX,BIJAX109,ZEAMX,"PUCCSO, SETOTU",BRA,1,2,2,+1,TON Increase,Brazil: 1280,7.8125e-4,0.0015625
Brazil,WMX,2023,HA23BRA4CWMX,BIAAN297,ZEAMX,"TTTDD, TTTMM",BRA,2,2,2,0,TON Approves,Brazil: 1280,0.0015625,0.0015625
Brazil,ADR,2023,FD23BRA4AADR,"22BRL017, NA",LYPES,SEPTLY,BRA,5,1,9,+4,TON Increase,Brazil: 1280,0.00390625,0.00703125
Brazil,AMX,2023,HA23BRANDAMX,BIUC0002,ZEAMX,ZEAMD,BRA,5,2,3,-2,TON Decrease,Brazil: 1280,0.00390625,0.00234375
Brazil,ADR,2023,FD23BRA49ADR,"18BRL006, NA",LYPES,NA,BRA (AD Grupo experimental Brasil),3,1,3,0,TON Approves,Brazil: 1280,0.00234375,0.00234375
Brazil,ADR,2023,FD23BRA45ADR,"18BRD004, N-5410",LYPES,PHYTIN,BRA,3,1,1,-2,TON Decrease,Brazil: 1280,0.00234375,7.8125e-4
Brazil,LLX,2023,HA23BRA2CLLX,BIRX0065,GLXMA,"TTTDD, TTTMM",BRA,3,2,5,+2,TON Increase,Brazil: 1280,0.00234375,0.00390625
Brazil,ADR,2023,ID23BRA95ADR,"16BRL009, NA",VITVI,EURHBR,BRA (AD Grupo experimental Brasil),4,2,2,-2,TON Decrease,Brazil: 1280,0.003125,0.0015625
Brazil,ADR,2023,HD23BRA42ADR,"22BRL002, N-8918",LYPES,"TTTDD, TTTMM",BRA,5,2,3,-2,TON Decrease,Brazil: 1280,0.00390625,0.00234375
Brazil,TSX,2023,FA23WLD36TSX,BIUD0006,LYPES,ALTESO,BRA,1,2,1,0,TON Approves,Brazil: 1280,7.8125e-4,7.8125e-4
Brazil,ADR,2023,ID23BRAM2ADR,"19BRL007, N-7505",CUMME,MELGIN,BRA,2,1,2,0,TON Approves,Brazil: 1280,0.0015625,0.0015625
Brazil,ADR,2023,IR23BRA25ADR,"N-8926, NA",ZEAMX,LAPHFR,BRA,5,1,1,-4,TON Decrease,Brazil: 1280,0.00390625,7.8125e-4
Brazil,ADR,2023,IR23BRAD2ADR,"18BRL006, NA",DAUCA,MELGJA,BRA,3,1,3,0,TON Approves,Brazil: 1280,0.00234375,0.00234375
Brazil,ADR,2023,ID23BRA49ADR,"N-8191, NA",SOLTU,LIRIHU,BRA,6,2,1,-5,TON Decrease,Brazil: 1280,0.0046875,7.8125e-4
Brazil,CUX,2023,SA23WLD06CUX,"BIAA0081, BIRX0061",GOSHI,MELGSP,BRA,4,1,2,-2,TON Decrease,Brazil: 1280,0.003125,0.0015625
Brazil,ADR,2023,ID23BRA89ADR,"18BRL025, NA",COFAR,LEUCCO,BRA,4,2,5,+1,TON Increase,Brazil: 1280,0.003125,0.00390625
Brazil,DMX,2023,SA23WLD12DMX,BIKC0004,GOSHI,RHIZSO,BRA,2,1,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,LLX,2023,HA23BRA4ALLX,BIDU0028,GLXMA,YWHPP,BRA,4,1,2,-2,TON Decrease,Brazil: 1280,0.003125,0.0015625
Brazil,ADR,2023,FD23BRA10ADR,"21BRD002, N-4154  ",TRZAW,PUCCGT,BRA,4,2,8,+4,TON Increase,Brazil: 1280,0.003125,0.00625
Brazil,IWX,2023,FA23WLDO6IWX,BIRX0117,GLXMA,PHAKPA,BRA,6,1,1,-5,TON Decrease,Brazil: 1280,0.0046875,7.8125e-4
Brazil,SBX,2023,IA23WLDF5SBX,BIGM0008,SACOF,PRATSP,BRA,2,2,3,+1,TON Increase,Brazil: 1280,0.0015625,0.00234375
Brazil,BMX,2023,FA23WLD01BMX,BIAA0069,TRZAX,"ERYSGT, PUCCRT, PUCCSI, PYRNTR, SEPTTR, ZZYYFF",BRA,2,2,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,ADR,2023,SD23BRA35ADR,"18BRL025, NA",GLXMA,"FUSASP, MCPHPH",BRA,4,2,4,0,TON Approves,Brazil: 1280,0.003125,0.003125
Brazil,ADR,2023,ID23BRA47ADR,"N-8191, NA",SOLTU,MYZUPE,BRA,4,1,4,0,TON Approves,Brazil: 1280,0.003125,0.003125
Brazil,SBX,2023,IA23WLDF3SBX,BIGM0008,SOLTU,MELGSP,BRA,2,1,3,+1,TON Increase,Brazil: 1280,0.0015625,0.00234375
Brazil,ADR,2023,FR23BRA43ADR,"21BRL014, N-8033  ",SOLTU,RHIZSO,BRA,5,1,5,0,TON Approves,Brazil: 1280,0.00390625,0.00390625
Brazil,JPX,2023,HA23BRA6CJPX,BIRXL046,"GLXMA, ZEAMX","BRADC, DIGHO, ELEIN",BRA,2,2,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,ADR,2023,FR23BRA20ADR,"21BRD002, N-4154  ",ZEAMX,PHSPMA,BRA,6,1,1,-5,TON Decrease,Brazil: 1280,0.0046875,7.8125e-4
Brazil,RMX,2023,FA23WLD01RMX,BIRX0056,"LYPES, YWASS","ADB, ALTESO",BRA,1,1,2,+1,TON Increase,Brazil: 1280,7.8125e-4,0.0015625
Brazil,MYX,2023,HA23BRATHMYX,BIHC0001,YACKR,"TTTDD, TTTMM",BRA,8,1,5,-3,TON Decrease,Brazil: 1280,0.00625,0.00390625
Brazil,ADR,2023,IR23BRA4DADR,"21BRL040, N-8496",SOLTU,MYZUSP,BRA,6,1,5,-1,TON Decrease,Brazil: 1280,0.0046875,0.00390625
Brazil,ADR,2023,FD23BRA23ADR,"18BRL025, NA",ZEAMX,DIPDMA,BRA,4,2,3,-1,TON Decrease,Brazil: 1280,0.003125,0.00234375
Brazil,ADR,2023,FR23BRA12ADR,"21BRD002, N-4154  ",TRZAW,ERYSGT,BRA,2,1,2,0,TON Approves,Brazil: 1280,0.0015625,0.0015625
Brazil,TSX,2023,FA23WLDG0TSX,BIRX0105,LYPES,ALTESO,BRA,1,2,2,+1,TON Increase,Brazil: 1280,7.8125e-4,0.0015625
Brazil,ADR,2023,IR23BRA72ADR,"22BRL029, NA",SACOF,RHOPSA,BRA,5,1,3,-2,TON Decrease,Brazil: 1280,0.00390625,0.00234375
Brazil,RMX,2023,FA23WLD05RMX,BIRX0056,"LYPES, SOLTU, YWASS","ADB, PHYTIN",BRA,1,1,1,0,TON Approves,Brazil: 1280,7.8125e-4,7.8125e-4
Brazil,ADR,2023,ID23BRA42ADR,"18BRD002, N-5972",SOLTU,APHISP,BRA (AD Grupo experimental Brasil),3,2,5,+2,TON Increase,Brazil: 1280,0.00234375,0.00390625
Brazil,EIX,2023,IA23WLD76EIX,BIRX0053,ZEAMA,LAPHFR,BRA,2,2,3,+1,TON Increase,Brazil: 1280,0.0015625,0.00234375
Brazil,ADR,2023,FD23BRA44ADR,"18BRD004, N-5410",SOLTU,PHYTIN,BRA,3,2,1,-2,TON Decrease,Brazil: 1280,0.00234375,7.8125e-4
Brazil,AMX,2023,HA23BRAN5AMX,BIUC0002,ZEAMX,ZEAMD,BRA,5,1,3,-2,TON Decrease,Brazil: 1280,0.00390625,0.00234375
Brazil,ADR,2023,FD23BRA48ADR,"21BRL016, NA",SOLTU,NA,BRA,2,2,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,WMX,2023,HA23BRA4AWMX,BIAAN297,ZEAMX,"TTTDD, TTTMM",BRA,2,2,2,0,TON Approves,Brazil: 1280,0.0015625,0.0015625
Brazil,LLX,2023,HA23BRA6ALLX,BIDU0028,ZEAMD,"TTTDD, TTTMM",BRA,2,2,3,+1,TON Increase,Brazil: 1280,0.0015625,0.00234375
Brazil,TSX,2023,FA23WLD24TSX,BIKC0002,"PHSVN, PHSVX",COLLLD,BRA,2,1,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,NGX,2023,IA23WLD33NGX,BIRF0046,"CUC, LYPES","GNORAB, LIRISP",BRA,4,1,5,+1,TON Increase,Brazil: 1280,0.003125,0.00390625
Brazil,SBX,2023,IA23WLDNBSBX,BIRX0001,SACOF,PRATSP,BRA,2,2,4,+2,TON Increase,Brazil: 1280,0.0015625,0.003125
Brazil,ADR,2023,ID23BRA3SADR,"N-8191, NA",PHSVX,LIRIHU,BRA,4,2,8,+4,TON Increase,Brazil: 1280,0.003125,0.00625
Brazil,ADR,2023,ID23BRA92ADR,"18BRL021, N-6986",MABSD,ANSTFR,BRA,2,2,1,-1,TON Decrease,Brazil: 1280,0.0015625,7.8125e-4
Canada,THX,2023,HA23CAN6FTHX,BIAI0003,"HORVS, TRZAS","AVEFA, SETVI",CAN,6,2,9,+3,TON Increase,Canada: 467,0.01284796573875803,0.019271948608137045
Chile,GGR,2023,FD23CHLY2GGR,N-5059,BRSNN,SCLESC,CHL,2,2,2,0,TON Approves,Chile: 54,0.037037037037037035,0.037037037037037035
Chile,GGR,2023,FD23CHLY1GGR,N-5059,BRSNN,LEPTMA,CHL,3,2,6,+3,TON Increase,Chile: 54,0.05555555555555555,0.1111111111111111
Chile,JWR,2023,SD23CHLM1JWR,N-3031,ZEAMD,AGROSP,CHL (Country group),2,1,2,0,TON Approves,Chile: 54,0.037037037037037035,0.037037037037037035
Chile,LTX,2023,FA23WLD4ELTX,BIKC0002,"MABSD, YWASS","ADB, PODOLE, VENTIN",CHL,2,2,3,+1,TON Increase,Chile: 54,0.037037037037037035,0.05555555555555555
Chile,BMX,2023,FA23WLD01BMX,BIAA0069,TRZAX,"ERYSGT, PUCCRT, PUCCSI, PYRNTR, SEPTTR, ZZYYFF",CHL,2,1,3,+1,TON Increase,Chile: 54,0.037037037037037035,0.05555555555555555
Chile,LOR,2023,GD23CHLF1LOR,N-7548,PRNCE,PRNCE,CHL (Country group),2,2,1,-1,TON Decrease,Chile: 54,0.037037037037037035,0.018518518518518517
Chile,LLX,2023,HA23WLD8ALLX,BIDU0027,"NNNOG, YNKKX","TTTDD, TTTMM",CHL,4,1,2,-2,TON Decrease,Chile: 54,0.07407407407407407,0.037037037037037035
Chile,PHX,2023,IA23WLDAGPHX,BIUA0010,MABSD,"APHEMA, ERISLA",CHL,2,2,3,+1,TON Increase,Chile: 54,0.037037037037037035,0.05555555555555555
Chile,LLX,2023,HA23WLD8JLLX,BIDU0028,YC,YWHPP,CHL,1,1,2,+1,TON Increase,Chile: 54,0.018518518518518517,0.037037037037037035
Chile,NGX,2023,IA23WLD08NGX,BIRF0046,CIDSS,"EHG, PHYNCI, THRISP",CHL,0,1,0,0,TON Approves,Chile: 54,0,0
Chile,LOR,2023,FD23CHLF4LOR,EXPL,IUGRE,BOTSSP,CHL,2,2,2,0,TON Approves,Chile: 54,0.037037037037037035,0.037037037037037035
Chile,LOR,2023,ID23CHLV4LOR,N-7364,VITVI,BRVPCH,CHL,1,2,2,+1,TON Increase,Chile: 54,0.018518518518518517,0.037037037037037035
Chile,NGX,2023,IA23WLD04NGX,BIRF0046,MABSD,"CARPPO, LASPMO",CHL,3,2,4,+1,TON Increase,Chile: 54,0.05555555555555555,0.07407407407407407
Chile,SBX,2023,IA23WLD11SBX,"BIAA0094, BPRX0017",VIT,"PSECAD, PSECOB",CHL,2,1,3,+1,TON Increase,Chile: 54,0.037037037037037035,0.05555555555555555
Chile,LTX,2023,FA23WLD2ELTX,BIUD0006,"MABSD, YWASS","ADB, PODOLE, VENTIN",CHL,1,1,2,+1,TON Increase,Chile: 54,0.018518518518518517,0.037037037037037035
Chile,EIX,2023,IA23WLDC1EIX,BIAA0102,"GOSHI, LYPES, NNNVV","BEMISP, TRIAVA",CHL,2,1,2,0,TON Approves,Chile: 54,0.037037037037037035,0.037037037037037035
Chile,LOR,2023,FD23CHLF2LOR,N-7550,MABSD,BOTRCI,CHL,3,2,1,-2,TON Decrease,Chile: 54,0.05555555555555555,0.018518518518518517
Chile,LOR,2023,ID23CHLV3LOR,N-5972,VITVI,"FRANOC, PSECSP",CHL,3,2,3,0,TON Approves,Chile: 54,0.05555555555555555,0.05555555555555555
Chile,LLX,2023,HA23WLD8BLLX,BIDU0027,"NNNOG, YNKKX","TTTDD, TTTMM",CHL,3,1,2,-1,TON Decrease,Chile: 54,0.05555555555555555,0.037037037037037035
Chile,LOR,2023,FD23CHLF5LOR,EXPL,VACCO,STERPU,CHL,3,1,6,+3,TON Increase,Chile: 54,0.05555555555555555,0.1111111111111111
